Код товара,Автор,Название,Обложка,Рейтинг,Стикеры,Наличие,Цена,Описание,Издательство:,Год издания:,Место издания:,Язык текста:,Тип обложки:,Формат:,Размеры в мм (ДхШхВ):,Вес:,Страниц:,Тираж:,Код товара:,Артикул:,ISBN:,В продаже с:,Возраст:,Тиснение:,Бумага:,Обрез:,Иллюстрации:,Язык оригинала:,Перевод:,Производитель:,Год производства:,Место производства:,Иллюстраторы:
989505,Хантер Э.,Ослепление,https://moscowbooks.ru/image/book/654/w259/i654653.jpg,0,,False,270 руб.,"Много воды утекло с тех пор, как Огнезвёзд и Песчаная Буря, исполняя пророчество звёзд, возродили угаснувшее Небесное племя, объединили его и вернули на путь Воинского закона. Пора испытаний сменилась временем процветания. На границах теперь вновь спокойно, а территория племени полна дичи. Но внезапно целительница Эхо получает пророчество от звёздных предков - Небесных котов предупреждают о надвигающейся беде и заклинают как можно быстрее разыскать потомков Огнезвёзда. Юный воин Орлокрылый полон решимости проявить себя, исполнить пророчество и защитить товарищей от грядущих опасностей. Какое счастье, что именно в это время в лагере появляется кот по имени Темнохвост, который с готовностью предлагает свою помощь. Он всеми силами старается заслужить доверие Небесных воинов и даёт им бесценные советы. Однако бедствия начинают преследовать племя постоянно: поиски неизменно заканчиваются неудачами, а в жестоких схватках оно теряет одного воина за другим.	Для среднего школьного возраста.",Абрис,2019,Москва,русский,Твердый переплет,84х108 1/32,200x130,340 гр.,319,7000 экз.,989505,231137,978-5-00111-512-0,14.05.2019,,,,,,английский,Максимова В. А.;,,,,
979539,Хантер Э.,Бескрайнее Озеро,https://moscowbooks.ru/image/book/646/w259/i646800.jpg,0,,False,360 руб.,"Счастливчик и его друзья сумели победить собак безумного Ужаса, но опасности преследуют их по пятам. Стая вышла к берегам загадочного озера, простирающегося до самого края небес. На новом месте совсем не оказалось пригодной для еды дичи. Зима все ближе, стая начала голодать, но Альфа заботился только о себе, обвиняя собак в недостатке рвения и желания выжить. Тем временем Свирепые псы полны решимости уничтожить стаю Альфы, они готовы пойти на все, чтобы вернуть Грозу. Счастливчик из последних сил пытается защитить своих друзей, но с каждым днем его все сильнее одолевают кровавые видения грядущей великой битвы. Собачья Гроза приближается… Для среднего школьного возраста.",Абрис,2019,Москва,русский,Твердый переплет,84х108 1/32,,357 гр.,350,2000 экз.,979539,223832,978-5-00111-535-9,28.02.2019,6 +,,,,,английский,Максимова В.А.,,,,
979197,Хантер Э.,Тени сгущаются,https://moscowbooks.ru/image/book/646/w259/i646705.jpg,0,,False,360 руб.,"Тьма угрожает Дикой Стае. Гроза полна решимости защитить своих товарищей от любой угрозы, но что делать, если враг скрывается среди них? Подозрения и недоверие разрывают собак на части. Если они не раскроют предателя в ближайшее время, Грозе будет некого защищать...",Абрис,2019,Москва,русский,Твердый переплет,84х108 1/32,,356 гр.,351,5000 экз.,979197,223831,978-5-00111-525-0,27.02.2019,,,,,,английский,Павлова И.В.,,,,
975782,Хантер Э.,Тайный враг,https://moscowbooks.ru/image/book/643/w259/i643790.jpg,0,,False,360 руб.,"Белла и ее собачки-на-поводочке находят хорошее место для жизни в лесу. Но свора псов под предводительством полуволка прогоняет их, лишая доступа к добыче и воде. Тогда у Беллы созревает план — она просит Счастливчика проникнуть в стаю противников, сказаться там своим и разузнать их тайны, чтобы ее племя могло ими воспользоваться. Лаки не хочет быть шпионом и предателем, но под давлением сестры вынужден уступить. Этим он подвергает себя огромной опасности.",Абрис,2017,Москва,русский,Твердый переплет,84х108 1/32,,355 гр.,351,3000 экз.,975782,184012,978-5-00111-180-1,05.02.2019,,,,,,английский,Максимова В. А.,,,,
975440,Хантер Э.,Земля отважных. Ветер перемен,https://moscowbooks.ru/image/book/643/w259/i643504.jpg,0,,False,360 руб.,"Тени сгустились над Землёй Отважных. Нарастающие противоречия угрожают окончательно нарушить хрупкое равновесие между травоядными и хищниками. Стада и племена отдаляются друг от друга всё больше и больше, а недавние союзники становятся непримиримыми врагами. 	Властолюбивый бабуин Жало, обманом провозгласивший себя Великим Отцом, хранителем Земли Отважных, готов пойти на любую подлость, чтобы не потерять своё новообретённое влияние. Лишь троим избранным - слонихе Тучке, бабуину Занозе и льву Бесстрашному - под силу остановить его и найти истинного Великого Родителя, подарив всем животным надежду на лучшее будущее. Только тогда равновесие восстановится и в Земле Отважных вновь задует ветер перемен...",Абрис,2019,Москва,русский,Твердый переплет,84х108 1/32,,365 гр.,351,3000 экз.,975440,223830,978-5-00111-533-5,02.02.2019,6 +,,,,,английский,Голосовская А.Ю.,,,,
971727,Хантер Э.,Приключения Ольхолапа,https://moscowbooks.ru/image/book/640/w259/i640875.jpg,0,,False,360 руб.,"Не успели племена котов-воителей залечить раны, нанесённые страшным наводнением, как над ними нависла новая угроза. Четыре целителя получают пророчество от звёздных предков о приближении тёмных времён и о единственной надежде на всеобщее спасение: «Примите то, что вы найдёте среди теней, ибо только им суждено расчистить небеса».	В это же время маленькому Ольхолапу, сыну Ежевичной Звезды и Белки, начинают являться во снах неизвестные коты, умоляющие о помощи и защите. Ежевичная Звезда связывает эти видения с новым пророчеством и принимает решение отправить сына на их поиски. Старейшина Песчаная Буря, мечтающая в последний раз исполнить воинский долг, и несколько её соплеменников вызываются сопровождать Ольхолапа, даже не догадываясь о том, каким долгим и трудным окажется это путешествие, исход которого определит судьбу всех племён.",Абрис,2019,Москва,русский,Твердый переплет,70*108 1/16,,845 гр.,317,3000 экз.,971727,220310,978-5-00111-531-1,13.01.2019,,,,,,английский,Максимова В.А.,,,,
971032,Хантер Э.,Долгая ночь,https://moscowbooks.ru/image/book/640/w259/i640354.jpg,0,,False,360 руб.,"После неожиданной и страшной гибели Шёпота обстановка в дикой стае всё больше накаляется. Вожаки Альфа и Бета, недавно ставшие родителями, стараются сдержать охватившую собак панику и направляют их гнев и жажду мести на внешних врагов: койотов и лис.	Одна лишь Гроза, измученная ночными прогулками, после которых она ничего не помнит, не верит, что это сделали не-собаки. Страшное подозрение терзает её изнутри - коварный враг где-то рядом, он притаился среди них... Свирепая собака понимает: она не может доверять никому, даже самой себе.	Гроза пытается донести свои сомнения до Счастливчика, однако тот остаётся глух ко всем её словам. Остальные же члены стаи уверены, что виновниками их злоключений являются лисы, решившие отомстить собакам за смерть маленького лисёнка.	Гроза понимает, что ей придётся действовать в одиночку.	Запах опасности становится всё ближе и острее...	Для среднего школьного возраста.",Абрис,2018,Москва,русский,Твердый переплет,84х108 1/32,205x132x20,334 гр.,318,5000 экз.,971032,207437,978-5-00111-345-4,04.01.2019,6 +,,,,,английский,Павлова И. В.,,,,
971033,Хантер Э.,Рассвет. Звездный свет,https://moscowbooks.ru/image/book/640/w259/i640355.jpg,0,,False,670 руб.,"Девятая книга эпопеи «Коты-воители» «Рассвет» рассказывает о том, как вернувшиеся после опасного странствия посланники Звёздного племени обнаруживают, что Двуногие наступают на владения лесных обитателей, стирая с лица земли священные для них места. Коты становятся изгнанниками, теряют своих родных, друзей и любимых. Кажется, надежды почти нет... В поисках спасения племена пускаются в долгое путешествие через горы, чтобы найти себе новый дом.	Десятая книга серии «Звёздный свет» повествует о том, как четверо верных друзей-посланников привели котов на новое место. Покинув родные для них места, лесные племена прошли долгий и трудный путь, перенесли множество страданий. Но дело ещё не закончено... Котам, успевшим за время пути сдружиться друг с другом, предстоит снова разделиться на четыре племени и выбрать для себя территорию. А главное — целителям нужно найти новое место для бесед со Звёздным племенем. Только после этого чужая земля сможет стать для котов-воителей настоящим домом.	Великолепное издание большого подарочного формата с цветными иллюстрациями.	Пятой том серии «Коты-воители. Золотая коллекция».",Абрис,2018,Москва,русский,Твердый переплет,70*108 1/16,,845 гр.,463,3000 экз.,971033,204213,978-5-00111-351-5,04.01.2019,6 +,,,,,английский,Максимова В.А.,,,,
970487,Хантер Э.,Главная надежда,https://moscowbooks.ru/image/book/639/w259/i639733.jpg,0,,False,360 руб.,"Трое должны стать Четырьмя, чтобы сразиться с Тьмой…	Ценою неимоверных усилий Воробью удается объединить целителей и сообщить предводителям племен о приближении главной битвы с жестоким воинством Сумрачного леса. Все племена должны действовать как одно.	Но одна из главных задач котов с ""силой звезд в лапах"" - найти Четвертого, без которого может не случиться долгожданной победы…",Абрис,2018,Москва,русский,Твердый переплет,84х108 1/32,,375 гр.,384,3000 экз.,970487,207433,978-5-00111-372-0,27.12.2018,,,,,,английский,Максимова Вероника,,,,
970021,Хантер Э.,Обещание Метеора. Прозрение,https://moscowbooks.ru/image/book/639/w259/i639169.jpg,0,,False,360 руб.,"Пережив множество испытаний, Криворот становится одним из самых мудрых, отважных и великодушных Речных воинов. Мечта стать предводителем Речного племени не оставляет его и, по мнению самого Криворота, становится причиной множества драматических и трагических событий в его жизни.	Вторая книга спецтома-дилогии «Обещание Метеора».",Абрис,2017,Москва,русский,Твердый переплет,84х108 1/32,,360 гр.,350,3000 экз.,970021,178274,978-5-00111-011-8,25.12.2018,6 +,,,,,английский,Максимова В. А.,,,,
964338,Хантер Э.,Восход луны,https://moscowbooks.ru/image/book/634/w259/i634157.jpg,0,,False,360 руб.,"Люди продолжают уничтожать лес, обрекая котов на гибель от голода и болезней. Только возвращение посланников Звездного племени может дать отчаявшимся котам надежду на спасение. Но обратный путь окажется для юных воинов гораздо опаснее прежней дороги. Смерть подстерегает их в скалах, где друзей ждет встреча с загадочным кланом горных котов. Юные воители полны отваги и решимости, но они не подозревают, какую страшную цену им придется заплатить за свою верность дружбе и воинскому долгу.",Абрис,2017,Москва,русский,Твердый переплет,84х108 1/32,,,316,4000 экз.,964338,178171,978-5-00111-006-4,27.11.2018,6 +,,,,,английский,Максимова В. А.,,,,
960773,Хантер Э.,Опасная тропа,https://moscowbooks.ru/image/book/631/w259/i631353.jpg,0,,False,360 руб.,"Новая страшная опасность пришла в лес, едва успевший оправиться после пожара. Стая свирепых бродячих псов находит тайное прибежище на территории Грозового племени. Звездные предки посылают пророчество о притаившемся в лесу зле, но никто из Грозовых котов не может правильно истолковать его. Огнегрив спасает свое племя и изгоняет собак, но Синяя Звезда погибает в битве со сворой.",Абрис,2017,Москва,русский,Твердый переплет,84х108 1/32,,,347,4000 экз.,960773,178177,978-5-00111-022-4,13.11.2018,6 +,,,,,английский,Максимова В. А.,,,,
960774,Хантер Э.,Полночь,https://moscowbooks.ru/image/book/631/w259/i631354.jpg,0,,False,360 руб.,"Новая беда пришла в лес, едва успевший оправиться после последней войны. Затеянное людьми строительство дороги грозит уничтожить лес и погубить всех его обитателей. Звездные предки избирают по одному воину из каждого племени и отправляют их в дальнюю дорогу, чтобы открыть лесным котам путь к спасению. Юным героям предстоит пройти через территорию Двуногих, спастись от нападения крыс и едва не погибнуть в морских волнах. Только научившись доверять друг другу, избранники смогут уцелеть и узнать тайну Полночи.",Абрис,2017,Москва,русский,Твердый переплет,84х108 1/32,,,318,4000 экз.,960774,178183,978-5-00111-024-8,13.11.2018,6 +,,,,,английский,Максимова В.,,,,
960688,Хантер Э.,Битва за лес,https://moscowbooks.ru/image/book/631/w259/i631223.jpg,0,,False,360 руб.,"Став предводителем Грозового племени, Огнезвезд отправился к святилищу в Высоких Скалах за даром девяти жизней. Во время таинства он видит страшное предзнаменование и получает пророчество о приближении кровавых времен?",Абрис,2017,Москва,русский,Твердый переплет,84х108 1/32,,,349,4000 экз.,960688,178170,978-5-00111-002-6,12.11.2018,6 +,,,,,английский,Максимова В.,,,,
1011243,Роулинг Дж. К.,Гарри Поттер и Кубок Огня,https://moscowbooks.ru/image/book/674/w259/i674488.jpg,5,,True,1 729 руб.,"С момента, когда Смертный Знак загорелся в небе во время финального матча Кубка мира по квидишу, опасность неотступно преследует Гарри Поттера. Выбранный Кубком Огня, чтобы представлять Хогварц и защищать честь школы в легендарном Тремудром Турнире, Гарри проходит через сложнейшие испытания, которые могли бы стать вызовом для самых выдающихся колдунов. И первое из них — встреча с кровожадным венгерским хвосторогом. Но для Гарри соревнования Турнира — лишь прелюдия к гораздо более зловещему испытанию. В туманах деревушки Малый Висельтон, где находятся могилы предков Тома Реддля, Гарри сталкивается с самой черной магией… С неподражаемым художественным мастерством Джим Кей, лауреат премии Кейт Гринуэй, создает образы любимых героев — Шизоглаза Хмури, Виктора Крума, Риты Вритер и многих других, в то время как ""Бэльстэк"", ""Дурмштранг"" и ""Хогварц"" сражаются за Тремудрый Приз в этом грандиозном иллюстрированном издании четвертой книги столь любимой истории.",Махаон; Азбука-Аттикус,2019,Москва,русский,Твердый переплет+суперобложка,60х100 1/8,290x247x42,2090 гр.,452,12000 экз.,1011243,А0000014072,978-5-389-13319-8,07.10.2019,14 +,,,,,английский,Спивак М.,,,,Кей Джим
1011244,Роулинг Дж. К.,Гарри Поттер и Кубок Огня,https://moscowbooks.ru/image/book/674/w259/i674488.jpg,0,,True,1 729 руб.,"С момента, когда Смертный Знак загорелся в небе во время финального матча Кубка мира по квидишу, опасность неотступно преследует Гарри Поттера. Выбранный Кубком Огня, чтобы представлять Хогварц и защищать честь школы в легендарном Тремудром Турнире, Гарри проходит через сложнейшие испытания, которые могли бы стать вызовом для самых выдающихся колдунов. И первое из них — встреча с кровожадным венгерским хвосторогом. Но для Гарри соревнования Турнира — лишь прелюдия к гораздо более зловещему испытанию. В туманах деревушки Малый Висельтон, где находятся могилы предков Тома Реддля, Гарри сталкивается с самой черной магией… С неподражаемым художественным мастерством Джим Кей, лауреат премии Кейт Гринуэй, создает образы любимых героев — Шизоглаза Хмури, Виктора Крума, Риты Вритер и многих других, в то время как ""Бэльстэк"", ""Дурмштранг"" и ""Хогварц"" сражаются за Тремудрый Приз в этом грандиозном иллюстрированном издании четвертой книги столь любимой истории.",Махаон; Азбука-Аттикус,2019,Москва,русский,Твердый переплет+суперобложка,60х100 1/8,290x247x42,2090 гр.,452,12000 экз.,1011244,А0000014072,978-5-389-13319-8,07.10.2019,14 +,,,,,английский,Спивак М.,,,,Кей Джим
974491,Роулинг Дж. К.,Фантастические твари. Преступления Грин-де-Вальда. Оригинальный сценарий,https://moscowbooks.ru/image/book/642/w259/i642743.jpg,5,,True,489 руб.,"Перед вами оригинальный сценарий, написанный Дж.К. Роулинг для второго фильма пятисерийной киноэпопеи «Фантастические твари». События разворачиваются в 1927 году, спустя несколько месяцев после окончания истории первого фильма. Действие переносится из Нью-Йорка в Лондон, затем в Париж и, наконец, в Хогвартс — и открывает совершенно новую, захватывающую главу о мире магов и волшебников.Могущественный черный волшебник Геллерт Грин-де-Вальд пойман в Нью-Йорке с помощью Ньюта Саламандера. Изворотливому и мстительному Грин-де-Вальду удается бежать из тюрьмы и собрать вокруг себя группу последователей. Вместе с чистокровными волшебниками он собирается поднять мятеж и захватить власть в обычном, неволшебном, мире. В надежде помешать Грин-де-Вальду Альбус Дамблдор обращается за помощью к Ньюту Саламандеру, его бывшему ученику в Хогвартсе. Ньют соглашается помочь, не ведая об опасностях, которые его ждут. Сообщество волшебников расколото: даже ближайшие друзья и родственники оказываются на разных сторонах. Испытание огнем предстоит главным человеческим ценностям — любви и верности.",Махаон; Азбука-Аттикус,2019,Москва,русский,Твердый переплет+суперобложка,84х108 1/32,206x130x25,385 гр.,304,35000 экз.,974491,А0000017322,978-5-389-15734-7,29.01.2019,10 +,,,,,английский,,,,,
953811,Роулинг Дж. К.,Сказки барда Бидля,https://moscowbooks.ru/image/book/624/w259/i624915.jpg,0,,True,1 355 руб.,"Сказки барда Бидля — пять впечатляющих историй о приключениях, трусости, сердечной боли и, конечно, волшебстве. Для колдовского сообщества они являются тем же, чем сказки братьев Гримм для многочисленных муглов. Новое роскошное иллюстрированное издание сказок (в переводе с рунического Гермионы Грейнджер) снабдил пространными комментариями Альбус Думбльдор. А лауреат премии Ханса Кристиана Андерсена художница Лизбет Цвергер добавила этим классическим историям глубины и выразительности, озарив их блеском красоты, деликатности и изобретательности. Сборник, содержащий предисловие и примечания от Дж. К. Роулинг, вызовет трепет и восхищение у колдунов и муглов в равной степени.",Махаон; Азбука-Аттикус,2018,Москва,русский,Твердый переплет,295х255 мм,295x255x24,1275 гр.,160,,953811,А0000016221,978-5-389-14833-8,25.10.2018,13 +,,,,,английский,Спивак М.,,,,Цвергер Лизбет
935707,Роулинг Дж. К.,Гарри Поттер и Тайная комната,https://moscowbooks.ru/image/book/608/w259/i608947.jpg,0,,True,656 руб.,"Специальное издание для учеников и выпускников ""Гриффиндора"" к 20-летию первой публикации книги ""Гарри Поттер и Тайная комната"".",Махаон; Азбука-Аттикус,2018,Москва,русский,Твердый переплет с окрашенным обрезом+суперобложка,84х108 1/32,200x130,575 гр.,496,5000 экз.,935707,А0000016165,978-5-389-14778-2,31.07.2018,11 +,,,,,английский,Спивак М.,,,,
915189,Роулинг Дж. К.,Гарри Поттер и Проклятое дитя. Финальная версия сценария. В 2 частях,https://moscowbooks.ru/image/book/590/w259/i590954.jpg,0,,True,493 руб.,"Пьеса Джека Торна ""Гарри Поттер и проклятое дитя"" создана на основе оригинальной истории от Дж.К. Роулинг, Джона Тиффани и Джека Торна. Это восьмая книга о Гарри Поттере и первая официальная сценическая постановка. Настоящая версия сценария является финальной и включает дополнительные материалы: генеалогическое древо семьи Гарри Поттера, хронологию важнейших событий в жизни Гарри Поттера и беседу Джона Тиффани и Джека Торна о сценарии.",Махаон; Азбука-Аттикус,2018,Москва,русский,Твердый переплет,84х108 1/32,200x130,485 гр.,480,20000 экз.,915189,А0000014895,978-5-389-13954-1,23.01.2018,11 +,,,,,английский,Спивак М.,,,,
904915,Роулинг Дж. К.,Фантастические твари и где они обитают,https://moscowbooks.ru/image/book/582/w259/i582296.jpg,0,,True,1 232 руб.,"Исследуйте удивительный дикий мир волшебных существ и необыкновенных зверей! В этом уникальном, роскошном сборнике, составленном знаменитым колдуном и магозоологом Ньютом Саламандером, собраны самые фантастические твари Волшебного мира.",Махаон; Азбука-Аттикус,2017,Москва,русский,Твердый переплет,252х295 мм,295x252,1275 гр.,136,10000 экз.,904915,А0000013961,978-5-389-13231-3,07.11.2017,11 +,,,,,английский,Спивак М.,,,,Джилл Оливия Ломенек
904562,Роулинг Дж. К.,Гарри Поттер и философский камень,https://moscowbooks.ru/image/book/581/w259/i581929.jpg,0,,True,669 руб.,"Специальное издание для учеников и выпускников ""Гриффиндора"" к 20-летию первой публикации книги ""Гарри Поттер и философский камень"".",Махаон; Азбука-Аттикус,2017,Москва,русский,Твердый переплет с окрашенным обрезом+суперобложка,84х108 1/32,200x130,545 гр.,464,4000 экз.,904562,А0000014458,978-5-389-13621-2,01.11.2017,11 +,,,,,английский,Спивак М.,,,,
904220,Роулинг Дж. К.,Гарри Поттер и узник Азкабана,https://moscowbooks.ru/image/book/581/w259/i581625.jpg,0,,True,1 386 руб.,"«Черный Лорд лежит в одиночестве, всеми забытый, покинутый друзьями и последователями. Двенадцать лет верный слуга его был в заточении. Сегодня, до полуночи, слуга вырвется на свободу и отправится искать своего господина». После фиаско в колдовстве гигантских размеров Гарри Поттер сбегает от Дурслеев из Литтл Уинджинга на ночном автобусе в предчувствии серьезной беды. Но министерство магии занято ловлей более крупной рыбы — Сириуса Блэка, преданного последователя Лорда Вольдеморта и печально известного заключенного, сбежавшего из тюрьмы Азкабан. Говорили, что он охотится за Гарри Поттером и министр магии отправил дементоров Азкабана проверить школьные угодья. В третий год обучения Гарри в «Хогварце» его преследуют темные слухи и смертельные знамения, в то время как он узнает новую правду о своем прошлом и сталкивается лицом к лицу с одним из самых преданных слуг Черного Лорда…",Махаон,2017,Москва,русский,Твердый переплет+суперобложка,60х100 1/8,290x247,1605 гр.,328,10000 экз.,904220,А0000013508,978-5-389-11837-9,30.10.2017,14 +,,,,,английский,Спивак М.,,,,Кей Джим
891731,Роулинг Дж. К.,Фантастические твари и где они обитают,https://moscowbooks.ru/image/book/570/w259/i570075.jpg,0,,True,493 руб.,"Книга «Фантастические твари и где они обитают» есть практически во всех колдовских домах. Кроме того, она — обязательный учебник в школе колдовства и ведьминских искусств «Хогварц».Исследуйте удивительный дикий мир волшебных существ и необыкновенных зверей! В этом уникальном, роскошном сборнике, составленном знаменитым колдуном и магозоологом Ньютом Саламандером, собраны самые фантастические твари Волшебного мира.",Махаон; Азбука-Аттикус,2017,Москва,русский,Твердый переплет,70х90 1/16,215x170,520 гр.,152,1500 экз.,891731,А0000013589,978-5-389-12961-0,27.06.2017,11 +,,,,,английский,Спивак М.,,,,
888848,Роулинг Дж. К.,Сказки барда Бидля,https://moscowbooks.ru/image/book/567/w259/i567248.jpg,0,,True,476 руб.,"У вас в руках специальное издание «Сказок барда Бидля», знакомых всем колдунам и ведьмам с детства. Перевод с рунического сделан Гермионой Грейнджер. Автор комментариев и пояснений — самый знаменитый колдун современности, профессор Альбус Персиваль Вульфрик Брайан Думбльдор.",Махаон; Азбука-Аттикус,2017,Москва,русский,Твердый переплет,70х90 1/16,215x170,485 гр.,136,15000 экз.,888848,А0000013173,978-5-389-12732-6,26.05.2017,10 +,,,,,английский,Спивак М.,,,,
886733,Роулинг Дж. К.,Фантастические твари и где они обитают. Оригинальный сценарий,https://moscowbooks.ru/image/book/564/w259/i564680.jpg,0,,True,531 руб.,"Эта книга — дебют Дж.К. Роулинг в качестве сценариста. Это грандиозная приключенческая история о дружбе, волшебстве и хаосе с вереницей незабываемых персонажей. События происходят за пятьдесят лет до начала истории о Гарри Поттере.",Азбука-Аттикус,2017,СПб,русский,Твердый переплет+суперобложка,85х108 1/32,,380 гр.,304,50000 экз.,886733,А0000013170,978-5-389-12730-2,16.05.2017,11 +,,,,,английский,,,,,
865083,Роулинг Дж. К.,Гарри Поттер и Тайная комната,https://moscowbooks.ru/image/book/546/w259/i546839.jpg,0,,True,1 478 руб.,"«Иллюстрации Джима Кея поразили меня до глубины души. Мне нравится его взгляд на мир Гарри Поттера, и для меня большая честь, что Джим согласился украсить этот мир своим талантом».          Дж.К. РОУЛИНГ.Книга, покорившая мир, эталон литературы для читателей всех возрастов, синоним успеха. Книга, сделавшая Джоан Роулинг самым читаемым писателем современности. Книга, ставшая культовой уже для нескольких поколений.",Азбука; Азбука-Аттикус,2016,Москва,русский,Твердый переплет+суперобложка,60х100 1/8,290x247,1365 гр.,260,10000 экз.,865083,А0000012473,978-5-389-11558-3,31.10.2016,13 +,,,,,английский,,,,,Кей Джим
846067,Роулинг Дж. К.,Гарри Поттер и философский камень,https://moscowbooks.ru/image/book/530/w259/i530477.jpg,0,,True,1 478 руб.,"Книга, покорившая мир, эталон литературы для читателей всех возрастов, синоним успеха. Книга, сделавшая Джоан Роулинг самым читаемым писателем современности. Книга, ставшая культовой уже для нескольких поколений. «Гарри Поттер и Философский камень» — история начинается.«Иллюстрации Джима Кея поразили меня до глубины души. Мне нравится его взгляд на мир Гарри Поттера, и для меня большая честь, что Джим согласился украсить этот мир своим талантом».                                                                                                                                                                             Дж. К. РОУЛИНГ",Махаон; Азбука-Аттикус,2016,Москва,русский,Твердый переплет+суперобложка,60х100 1/8,290x247,13003 гр.,248,17000 экз.,846067,А0000011391,978-5-389-10818-9,04.05.2016,15 +,,,,,английский,Спивак М. В.,,,,Кей Джим
846132,Роулинг Дж. К.,Гарри Поттер. Полное собрание. Комплект из 7 книг,https://moscowbooks.ru/image/book/530/w259/i530501.jpg,0,,True,3 800 руб.,"Книга, покорившая мир, эталон литературы для читателей всех возрастов, синоним успеха. Книга, сделавшая Дж.К. Роулинг самым читаемым писателем современности. Книга, ставшая культовой уже для нескольких поколений. Полное собрание серии в подарочном футляре.",Махаон; Азбука-Аттикус,2016,Москва,русский,Твердый переплет+коробка,130х200 мм,200x130,4630 гр.,4416,,846132,А0000010565,978-5-389-10668-0,04.05.2016,6 +,,,,,английский,Спивак М.,,,,
794404,Роулинг Дж. К.,Гарри Поттер и Дары Смерти,https://moscowbooks.ru/image/book/495/w259/i495208.jpg,0,,True,566 руб.,"Книга, покорившая мир, эталон литературы, синоним успеха. Книга, ставшая культовой уже для нескольких поколений. «Гарри Поттер и Дары Смерти» — финал истории.",Махаон; Азбука-Аттикус,2015,Москва,русский,Твердый переплет,84х108 1/32,200x130,695 гр.,704,40000 экз.,794404,А0000009817,978-5-389-07792-8,14.04.2015,11 +,,,,,английский,Спивак М.,,,,
786398,Роулинг Дж. К.,Гарри Поттер и Принц-полукровка,https://moscowbooks.ru/image/book/490/w259/i490575.jpg,0,,True,566 руб.,"Книга, покорившая мир, эталон литературы для читателей всех возрастов, синоним успеха.Книга, сделавшая Дж.К. Роулинг самым читаемым писателем современности. Книга, ставшая культовой уже для нескольких поколений. «Гарри Поттер и Принц-полукровка» — история продолжается.",Азбука; Азбука-Аттикус,2015,СПб,русский,Твердый переплет,84х108 1/32,200x130,670 гр.,672,40000 экз.,786398,А0000009556,978-5-389-07791-1,02.03.2015,11 +,,,,,английский,Спивак М.,,,,
774876,Роулинг Дж. К.,Гарри Поттер и Орден Феникса,https://moscowbooks.ru/image/book/484/w259/i484331.jpg,0,,True,689 руб.,"Книга, покорившая мир, эталон литературы для читателей всех возрастов, синоним успеха. Книга, сделавшая Дж.К. Роулинг самым читаемым писателем современности. Книга, ставшая культовой уже для нескольких поколений. «Гарри Поттер и орден Феникса» — история продолжается.",Махаон; Азбука-Аттикус,2016,Москва,русский,Твердый переплет,84х108 1/32,200x130,765 гр.,896,12000 экз.,774876,А0000009046,978-5-389-07790-4,16.12.2014,11 +,,,,,английский,Спивак М.,,,,
763253,Роулинг Дж. К.,Гарри Поттер и Кубок Огня,https://moscowbooks.ru/image/book/477/w259/i477099.jpg,0,,True,566 руб.,"Книга, покорившая мир, эталон литературы для читателей всех возрастов, синоним успеха. Книга, сделавшая Дж. К. Роулинг самым читаемым писателем современности. Книга, ставшая культовой уже для нескольких поколений. ""Гарри Поттер и Кубок Огня"" — история продолжается.",Махаон; Азбука-Аттикус,2015,Москва,русский,Твердый переплет,84х108 1/32,200x130,610 гр.,704,30000 экз.,763253,А0000008817,978-5-389-07789-8,08.10.2014,11 +,,,,,английский,Спивак М.,,,,
747850,Роулинг Дж. К.,Гарри Поттер и узник Азкабана,https://moscowbooks.ru/image/book/466/w259/i466300.jpg,0,,True,487 руб.,"Гарри взрослеет, и вместе с тем жить в Хогвартсе всё страшнее. Из тюрьмы для волшебников Азкабан сбежал опасный преступник — Сириус Блэк. Мир наполнился слухами, что он ищет и хочет убить одного тринадцатилетнего парня, совсем обычного на первый взгляд. Его имя Гарри Поттер.",Махаон; Азбука-Аттикус,2014,Москва,русский,Твердый переплет,84х108 1/32,200x130,560 гр.,528,30000 экз.,747850,А0000008337,978-5-389-07788-1,03.07.2014,11 +,,,,,английский,Спивак М.,,,,
